Обработка,Интервью с руководителем,СБ,Оформление
0 days 00:00:22,0 days 00:00:01,0 days 04:24:45,12 days 00:29:36
0 days 00:00:19,0 days 00:00:01,0 days 04:46:04,18 days 02:39:11
0 days 00:00:23,0 days 00:00:01,0 days 18:19:12,18 days 02:26:55
0 days 00:01:18,1 days 04:45:06,0 days 16:50:11,14 days 00:39:14
0 days 00:00:30,0 days 00:00:01,0 days 06:12:54,11 days 02:58:42
0 days 00:00:13,1 days 23:15:54,0 days 03:12:02,0 days 00:00:15
0 days 00:00:20,0 days 00:00:01,0 days 18:16:03,6 days 01:16:48
0 days 00:00:24,0 days 00:00:01,0 days 04:23:06,11 days 00:41:50
0 days 00:00:33,0 days 00:00:01,0 days 21:04:14,0 days 00:00:30
0 days 00:00:11,1 days 19:51:09,0 days 03:19:05,7 days 16:31:42
0 days 00:00:17,0 days 00:00:01,0 days 03:30:11,13 days 01:19:26
0 days 00:00:38,0 days 00:00:01,1 days 00:48:35,6 days 00:40:36
0 days 00:00:25,0 days 00:00:01,0 days 20:10:28,4 days 00:11:46
0 days 00:00:31,1 days 01:40:05,0 days 18:34:41,12 days 03:11:42
0 days 00:00:28,0 days 00:00:01,0 days 03:42:08,1 days 05:45:21
0 days 00:01:30,0 days 00:00:01,0 days 02:53:02,1 days 05:57:19
0 days 00:00:44,2 days 02:14:51,2 days 19:33:37,0 days 00:00:04
0 days 00:00:31,0 days 00:00:00,0 days 18:19:52,4 days 01:20:30
0 days 00:00:24,0 days 00:00:01,0 days 06:00:15,4 days 00:40:52
0 days 00:00:24,0 days 00:00:00,0 days 18:05:20,4 days 23:50:52
0 days 00:00:33,0 days 00:00:01,0 days 18:18:48,11 days 01:19:10
0 days 00:00:16,0 days 00:00:01,0 days 06:04:56,8 days 07:26:27
0 days 00:00:13,0 days 00:00:00,0 days 18:41:05,36 days 02:06:48
0 days 00:00:25,0 days 00:00:01,0 days 18:47:17,4 days 01:24:54
0 days 00:00:20,0 days 00:00:01,0 days 18:23:14,5 days 00:58:16
0 days 00:00:15,1 days 03:15:47,0 days 17:36:57,5 days 16:04:26
0 days 00:00:22,0 days 00:00:01,0 days 19:03:41,19 days 05:18:18
0 days 00:00:24,0 days 03:38:48,0 days 16:28:42,4 days 22:10:32
0 days 00:00:17,4 days 22:40:18,45 days 22:27:40,0 days 00:00:06
0 days 00:00:41,0 days 00:00:01,0 days 19:05:53,0 days 05:21:21
0 days 00:00:28,0 days 00:00:01,47 days 22:35:58,48 days 03:22:36
0 days 00:00:23,0 days 00:00:01,0 days 18:09:15,6 days 01:54:39
0 days 18:27:43,0 days 00:00:00,0 days 00:00:06,4 days 00:46:36
0 days 00:00:18,0 days 00:00:01,0 days 19:04:04,5 days 22:13:29
0 days 00:01:03,0 days 00:00:01,0 days 18:06:40,4 days 01:38:58
0 days 00:00:33,0 days 00:00:01,18 days 22:53:50,0 days 00:00:03
0 days 00:00:23,0 days 00:00:01,0 days 18:01:58,22 days 05:51:26
0 days 00:00:12,0 days 00:00:00,0 days 18:56:30,17 days 02:00:25
0 days 00:00:23,7 days 23:21:20,0 days 02:32:33,11 days 00:43:08
0 days 00:00:17,0 days 00:00:00,0 days 18:06:24,7 days 01:13:40
0 days 00:00:50,0 days 00:00:01,0 days 18:13:37,39 days 04:22:00
0 days 00:00:29,1 days 03:43:57,0 days 17:28:51,1 days 20:27:49
0 days 00:00:56,0 days 21:13:58,0 days 03:36:10,5 days 21:40:18
0 days 00:00:22,0 days 00:00:01,0 days 18:38:35,3 days 21:39:51
0 days 00:00:36,0 days 00:00:00,0 days 18:03:10,33 days 02:12:13
0 days 00:00:16,0 days 00:00:01,0 days 18:01:56,5 days 01:14:11
0 days 00:00:38,1 days 00:14:23,0 days 20:36:09,0 days 00:00:04
0 days 00:00:23,0 days 00:00:01,0 days 18:12:41,5 days 01:23:38
0 days 00:00:22,0 days 00:00:01,0 days 18:14:50,8 days 01:19:55
0 days 00:00:45,0 days 00:00:01,4 days 23:35:20,0 days 00:00:04
0 days 00:00:17,0 days 00:00:01,0 days 17:47:48,6 days 01:18:08
6 days 00:22:01,0 days 00:00:00,0 days 03:01:01,4 days 21:02:39
0 days 00:00:21,0 days 00:00:01,0 days 18:24:32,7 days 01:20:32
0 days 00:01:08,0 days 00:00:00,30 days 00:34:05,4 days 01:14:21
0 days 00:00:14,0 days 00:00:01,0 days 18:12:04,1 days 06:36:57
0 days 00:00:39,0 days 00:00:00,21 days 22:59:55,0 days 00:00:09
61 days 01:52:30,61 days 01:52:17,61 days 21:51:58,0 days 00:00:04
0 days 00:01:34,0 days 00:00:01,0 days 17:59:43,7 days 02:47:32
0 days 00:00:20,0 days 00:00:00,0 days 18:06:51,5 days 00:18:56
0 days 00:00:22,0 days 00:00:01,0 days 17:58:00,21 days 04:03:06
0 days 00:00:34,0 days 00:00:01,0 days 03:39:36,34 days 04:06:41
0 days 00:00:18,0 days 00:00:01,0 days 17:40:34,6 days 00:46:42
0 days 00:00:26,1 days 05:06:26,0 days 17:35:05,0 days 00:00:03
183 days 23:08:44,0 days 00:00:01,2 days 19:08:34,7 days 03:13:59
0 days 00:00:24,173 days 01:33:22,0 days 18:08:15,2 days 01:48:53
0 days 00:00:29,0 days 00:00:01,0 days 17:34:15,6 days 01:51:05
0 days 00:00:26,0 days 00:00:00,0 days 19:16:51,4 days 21:43:08
0 days 00:00:22,0 days 00:00:00,0 days 18:28:44,7 days 04:43:33
0 days 00:00:18,1 days 04:19:09,0 days 00:00:08,6 days 22:55:14
100 days 02:40:21,100 days 02:39:34,102 days 20:05:21,0 days 22:10:36
0 days 00:00:31,0 days 00:00:01,0 days 18:18:40,21 days 02:03:18
0 days 00:00:18,0 days 03:25:40,0 days 15:58:35,9 days 23:39:07
0 days 00:00:29,0 days 00:00:00,0 days 18:21:52,4 days 23:15:12
0 days 00:00:25,0 days 00:00:01,0 days 18:11:45,6 days 01:49:32
0 days 00:00:28,0 days 00:00:01,0 days 18:08:52,3 days 23:00:39
0 days 00:00:54,0 days 00:00:01,0 days 18:18:32,19 days 06:08:20
0 days 00:00:55,0 days 00:00:00,0 days 18:06:33,10 days 00:37:38
0 days 00:00:18,0 days 00:00:01,0 days 23:27:40,3 days 01:05:21
0 days 00:00:15,0 days 00:00:01,0 days 17:47:36,22 days 09:02:27
0 days 00:00:26,0 days 23:22:08,70 days 19:19:21,0 days 00:00:03
0 days 00:00:19,0 days 00:00:00,0 days 18:08:41,4 days 00:47:37
0 days 00:00:31,0 days 00:00:01,21 days 22:22:17,0 days 00:00:05
0 days 00:00:31,0 days 00:00:01,0 days 18:12:50,18 days 02:07:50
0 days 00:00:09,0 days 00:00:01,0 days 18:09:58,5 days 00:55:20
0 days 00:00:52,0 days 00:00:01,0 days 18:07:43,4 days 22:43:27
0 days 00:00:08,11 days 19:47:32,0 days 00:00:02,0 days 00:00:16
0 days 00:00:08,0 days 00:00:01,0 days 18:23:11,5 days 00:36:54
0 days 00:00:20,0 days 00:00:01,0 days 18:11:31,24 days 01:19:39
0 days 00:00:26,5 days 00:13:05,0 days 19:40:13,5 days 22:58:15
0 days 00:00:27,0 days 00:00:00,0 days 00:00:01,0 days 00:00:05
8 days 02:19:23,0 days 00:00:01,63 days 00:16:51,10 days 05:01:28
0 days 00:00:37,0 days 00:00:01,0 days 17:58:41,3 days 23:38:17
0 days 00:00:49,0 days 00:00:01,0 days 00:00:02,0 days 00:00:05
0 days 00:00:17,0 days 00:00:01,0 days 18:10:57,5 days 23:38:33
35 days 21:55:50,35 days 21:55:21,35 days 23:55:47,3 days 03:05:28
0 days 00:00:16,0 days 00:00:01,0 days 23:14:56,35 days 01:12:44
0 days 00:03:00,0 days 03:45:39,0 days 15:44:36,31 days 06:17:46
0 days 00:00:19,0 days 00:00:01,0 days 17:31:06,6 days 01:17:00
0 days 00:00:19,0 days 00:00:01,0 days 00:00:01,0 days 00:00:05
0 days 00:00:41,0 days 00:00:00,0 days 18:05:14,11 days 23:05:05
0 days 00:00:10,0 days 00:00:00,0 days 00:00:01,0 days 00:00:03
0 days 00:02:05,0 days 00:00:01,33 days 21:16:09,0 days 00:00:06
0 days 00:00:14,0 days 00:00:01,0 days 17:34:52,5 days 03:35:36
0 days 00:00:17,0 days 00:00:01,0 days 00:00:01,0 days 00:00:04
0 days 00:00:20,0 days 00:00:01,0 days 18:15:43,0 days 03:48:01
0 days 00:00:20,0 days 00:00:01,0 days 17:54:57,0 days 04:31:26
0 days 00:00:19,0 days 00:00:00,0 days 17:50:15,27 days 01:56:11
0 days 00:00:20,0 days 03:41:38,0 days 15:32:35,4 days 23:25:38
0 days 00:00:18,0 days 00:00:01,0 days 00:00:02,0 days 00:00:05
0 days 00:00:18,0 days 00:00:01,0 days 00:00:01,0 days 00:00:04
0 days 00:00:10,0 days 00:00:01,0 days 00:00:01,0 days 00:00:21
0 days 00:00:12,0 days 03:13:47,0 days 16:00:37,5 days 23:55:54
0 days 00:00:17,0 days 00:00:00,0 days 00:00:01,0 days 00:00:04
0 days 00:00:28,0 days 00:00:00,0 days 17:49:18,4 days 00:03:48
0 days 00:00:45,0 days 23:33:34,0 days 19:36:28,0 days 00:00:09
0 days 00:00:18,0 days 00:00:01,0 days 00:00:02,0 days 00:00:04
0 days 00:00:16,0 days 00:00:01,0 days 00:00:02,0 days 00:00:09
0 days 00:02:00,1 days 19:16:41,0 days 02:30:07,0 days 00:00:03
0 days 00:00:27,0 days 00:00:00,0 days 00:00:01,0 days 00:00:06
0 days 00:00:12,0 days 00:00:00,0 days 00:00:01,0 days 00:00:05
0 days 00:00:43,1 days 02:55:41,0 days 17:12:07,4 days 18:38:10
0 days 00:00:28,0 days 00:00:01,0 days 00:00:02,0 days 00:00:06
0 days 00:00:20,0 days 00:00:01,0 days 17:30:03,11 days 01:15:53
0 days 00:00:18,0 days 00:00:01,0 days 17:38:27,10 days 00:56:02
0 days 00:00:30,0 days 00:00:01,0 days 00:00:02,0 days 00:00:28
0 days 00:01:51,1 days 04:41:57,0 days 16:04:19,7 days 17:23:48
0 days 00:00:14,0 days 00:00:01,0 days 00:00:01,0 days 00:00:04
0 days 00:02:00,0 days 00:00:01,0 days 00:00:01,0 days 00:00:04
0 days 00:00:34,0 days 00:00:01,0 days 00:00:01,0 days 00:00:05
0 days 00:00:16,0 days 00:00:01,0 days 00:00:01,0 days 00:00:05
0 days 00:00:30,0 days 00:00:01,0 days 00:00:01,0 days 00:00:09
0 days 00:00:15,0 days 00:00:00,0 days 00:00:02,0 days 00:00:21
0 days 00:00:22,0 days 00:00:00,0 days 00:00:01,0 days 00:00:05
0 days 00:00:19,0 days 00:00:01,0 days 17:42:57,46 days 02:15:31
0 days 00:00:34,2 days 02:45:55,2 days 18:03:50,0 days 00:00:04
0 days 00:00:17,0 days 00:00:01,0 days 17:36:39,4 days 23:56:51
0 days 00:00:27,0 days 00:00:01,0 days 17:26:02,6 days 23:30:17
0 days 00:00:26,0 days 00:00:01,0 days 00:00:02,0 days 00:00:05
0 days 00:00:49,0 days 00:00:00,0 days 00:00:01,0 days 00:00:11
0 days 00:00:21,0 days 00:00:00,0 days 00:00:01,0 days 00:00:06
0 days 00:00:12,35 days 22:44:56,0 days 00:00:01,0 days 00:00:10
0 days 00:00:05,0 days 00:00:01,0 days 00:00:02,0 days 00:00:17
0 days 00:00:26,0 days 00:00:01,0 days 18:11:28,11 days 00:24:22
0 days 00:01:05,0 days 00:00:01,0 days 00:00:01,0 days 00:00:10
0 days 00:00:31,0 days 00:00:01,0 days 00:00:01,0 days 00:00:05
0 days 00:00:14,0 days 00:00:01,0 days 00:00:03,0 days 00:00:07
54 days 01:16:50,54 days 01:16:34,54 days 18:44:10,0 days 00:00:08
0 days 00:00:29,0 days 00:00:01,0 days 00:00:01,0 days 00:00:04
0 days 00:00:18,0 days 00:00:01,0 days 17:59:00,3 days 01:20:46
0 days 00:00:10,0 days 00:00:01,0 days 00:00:02,0 days 00:00:08
0 days 00:00:16,0 days 00:00:01,0 days 00:00:02,0 days 00:00:04
0 days 00:00:21,0 days 00:00:00,0 days 17:45:21,4 days 22:45:29
11 days 19:24:46,11 days 19:24:26,11 days 19:24:27,0 days 00:00:16
0 days 00:00:34,0 days 00:00:01,0 days 17:31:33,3 days 01:08:52
0 days 00:01:24,0 days 00:00:00,0 days 00:00:01,0 days 00:00:18
0 days 00:00:25,0 days 00:00:00,0 days 00:00:01,0 days 00:00:04
0 days 00:00:25,0 days 00:00:01,0 days 17:08:59,6 days 01:12:21
0 days 00:00:16,0 days 00:00:01,0 days 17:43:11,21 days 05:35:23
0 days 00:00:15,0 days 00:00:01,0 days 00:00:01,0 days 00:00:04
0 days 00:00:24,0 days 00:00:01,0 days 18:04:54,19 days 05:14:10
0 days 00:00:25,0 days 00:00:01,0 days 00:00:02,0 days 00:01:34
0 days 00:00:25,0 days 00:00:00,0 days 17:28:20,26 days 00:10:22
0 days 00:00:28,1 days 01:35:21,0 days 17:26:13,14 days 00:13:13
0 days 00:00:08,0 days 00:00:01,0 days 00:00:01,0 days 00:00:36
0 days 00:00:24,0 days 00:00:00,0 days 00:00:01,0 days 00:00:05
0 days 00:00:14,0 days 00:00:00,0 days 00:00:01,0 days 00:00:05
0 days 00:00:23,0 days 00:00:01,0 days 17:36:38,2 days 23:12:38
0 days 00:00:26,0 days 00:00:01,0 days 18:00:17,5 days 05:56:57
0 days 00:00:14,0 days 00:00:01,0 days 00:00:02,0 days 00:00:14
0 days 00:00:30,0 days 00:00:01,0 days 00:00:01,0 days 00:00:04
0 days 00:00:23,7 days 23:33:09,0 days 18:13:25,0 days 00:00:07
0 days 00:01:00,0 days 00:00:01,0 days 00:00:01,0 days 00:00:30
0 days 00:00:20,0 days 00:00:01,0 days 00:00:01,0 days 00:00:08
0 days 00:00:20,0 days 00:00:01,0 days 17:12:06,5 days 23:13:38
0 days 00:00:27,0 days 00:00:01,0 days 00:00:01,0 days 00:00:05
0 days 00:00:27,0 days 00:00:01,0 days 00:00:02,0 days 00:00:20
0 days 00:00:19,0 days 00:00:01,0 days 17:59:43,38 days 02:25:32
0 days 00:01:13,0 days 00:00:01,0 days 18:05:30,6 days 23:56:04
0 days 00:00:49,0 days 00:00:01,0 days 00:00:02,0 days 00:00:04
0 days 00:00:16,0 days 00:00:01,0 days 18:02:08,4 days 00:05:52
0 days 00:00:23,0 days 00:00:00,0 days 17:49:34,6 days 00:06:28
0 days 00:00:19,0 days 00:00:01,0 days 17:58:02,6 days 02:54:11
0 days 00:07:15,0 days 00:00:01,0 days 17:34:44,11 days 00:52:54
0 days 00:00:14,8 days 01:45:34,0 days 16:28:22,23 days 23:29:18
0 days 00:01:09,0 days 00:00:00,0 days 00:00:01,0 days 00:00:05
0 days 00:00:22,0 days 00:00:01,0 days 17:29:43,5 days 23:07:48
0 days 00:00:26,0 days 22:33:39,0 days 19:31:30,0 days 00:00:03
0 days 00:00:18,0 days 00:00:01,0 days 17:54:57,4 days 00:20:28
0 days 00:00:23,0 days 00:00:01,0 days 18:13:07,3 days 02:29:51
0 days 00:00:27,0 days 00:00:01,0 days 17:56:38,18 days 04:15:23
0 days 00:00:12,0 days 00:00:01,0 days 17:38:29,5 days 00:31:14
0 days 00:00:24,0 days 00:00:01,0 days 18:23:39,19 days 03:56:00
0 days 00:00:12,0 days 00:00:01,0 days 00:00:01,0 days 00:00:05
0 days 00:00:07,0 days 03:14:39,0 days 14:31:06,6 days 01:51:45
0 days 00:00:12,0 days 00:00:01,0 days 00:00:02,0 days 00:00:05
0 days 00:00:20,0 days 00:00:01,0 days 17:53:20,18 days 03:47:07
0 days 00:03:16,0 days 00:00:01,0 days 00:00:02,0 days 00:00:07
0 days 00:03:31,0 days 00:00:01,0 days 00:00:02,0 days 00:00:26
0 days 00:00:44,0 days 00:00:01,0 days 17:25:29,0 days 06:04:18
0 days 00:00:15,0 days 00:00:01,0 days 00:00:02,0 days 00:00:15
0 days 00:00:33,0 days 22:21:02,0 days 19:40:41,0 days 17:37:11
0 days 00:00:21,0 days 00:00:00,0 days 17:39:28,5 days 23:21:47
0 days 00:00:59,0 days 00:00:01,0 days 00:00:01,0 days 00:01:11
0 days 00:00:15,0 days 00:00:01,0 days 17:35:11,14 days 03:43:03
0 days 00:02:00,0 days 00:00:01,0 days 00:00:02,0 days 00:00:05
0 days 00:00:25,0 days 00:00:01,0 days 00:00:02,0 days 00:05:32
0 days 00:00:41,0 days 00:00:01,0 days 00:00:02,0 days 00:00:13
0 days 00:00:36,0 days 00:00:01,0 days 17:34:36,3 days 00:30:29
0 days 00:00:22,0 days 00:00:00,0 days 17:37:11,6 days 23:58:33
0 days 00:00:44,0 days 00:00:01,0 days 17:45:31,7 days 00:36:16
0 days 00:00:27,0 days 00:00:01,0 days 18:04:00,6 days 00:42:25
0 days 00:00:24,0 days 00:00:01,0 days 17:43:45,19 days 06:54:19
0 days 00:00:22,1 days 02:03:27,0 days 16:39:17,5 days 19:01:40
0 days 00:00:23,0 days 00:00:01,0 days 00:00:01,0 days 00:00:07
0 days 00:00:21,0 days 00:00:01,0 days 17:53:34,4 days 22:57:22
0 days 00:00:25,0 days 00:00:01,0 days 17:37:29,7 days 00:20:57
0 days 00:00:52,0 days 00:00:02,0 days 00:00:03,0 days 00:00:03
0 days 00:00:52,0 days 23:15:13,0 days 18:41:30,13 days 20:14:17
0 days 00:00:21,0 days 00:00:00,0 days 00:00:01,0 days 00:00:05
0 days 00:00:10,0 days 02:36:32,0 days 20:01:13,5 days 02:08:12
0 days 00:00:13,0 days 00:00:01,0 days 17:35:39,12 days 01:27:18
0 days 00:00:20,0 days 00:00:01,0 days 00:00:01,0 days 00:00:04
0 days 00:00:19,0 days 00:00:01,0 days 17:18:22,19 days 05:34:39
0 days 00:00:17,0 days 00:00:01,0 days 00:00:01,0 days 00:00:14
0 days 00:00:13,0 days 00:00:01,0 days 00:00:01,0 days 00:00:04
0 days 00:01:35,0 days 00:00:00,0 days 17:16:46,5 days 00:57:54
0 days 00:01:39,0 days 00:00:01,0 days 00:00:02,0 days 00:00:05
0 days 00:00:27,0 days 00:00:00,0 days 00:00:01,0 days 00:00:05
0 days 00:00:26,0 days 00:00:01,0 days 17:37:36,0 days 05:05:48
0 days 00:00:10,0 days 00:00:01,0 days 00:00:01,0 days 00:00:05
0 days 00:00:27,0 days 00:00:01,0 days 17:50:33,20 days 04:18:20
0 days 00:00:20,0 days 00:00:01,0 days 17:55:53,4 days 01:55:32
0 days 00:00:21,0 days 00:00:01,0 days 17:49:12,33 days 03:15:53
0 days 00:00:14,0 days 00:00:01,0 days 17:22:22,9 days 22:47:39
0 days 00:00:18,0 days 00:00:00,0 days 17:26:03,5 days 01:30:26
0 days 00:00:46,0 days 00:00:01,0 days 17:10:07,6 days 00:32:16
166 days 23:52:19,166 days 23:51:59,167 days 18:25:18,4 days 20:14:17
0 days 00:00:25,0 days 00:00:00,0 days 17:51:01,10 days 01:09:37
0 days 00:00:25,0 days 00:00:01,0 days 17:46:10,6 days 00:50:12
0 days 00:00:11,0 days 00:00:01,0 days 17:22:34,3 days 22:42:18
51 days 01:07:28,51 days 01:07:06,53 days 18:06:02,26 days 21:03:45
0 days 00:00:19,0 days 00:00:01,0 days 17:25:28,4 days 21:52:45
0 days 00:00:28,117 days 22:00:35,118 days 15:55:03,122 days 00:50:04
0 days 00:00:24,0 days 00:00:01,0 days 17:13:41,21 days 02:29:16
0 days 00:01:16,0 days 00:00:01,0 days 17:28:47,17 days 00:41:20
0 days 00:00:16,0 days 00:00:01,0 days 16:59:37,32 days 23:29:27
0 days 00:00:20,0 days 00:00:01,0 days 17:22:25,5 days 23:06:24
0 days 00:00:24,0 days 00:00:01,0 days 17:05:17,4 days 22:14:12
0 days 00:00:33,0 days 00:00:01,0 days 17:13:30,4 days 23:46:53
0 days 00:00:11,0 days 00:00:01,0 days 16:38:43,20 days 01:56:50
0 days 00:00:24,0 days 00:00:01,0 days 17:19:33,3 days 23:32:46
0 days 00:00:11,0 days 00:00:01,0 days 17:19:57,3 days 23:55:24
0 days 00:00:31,0 days 00:00:01,0 days 00:00:01,0 days 00:00:21
0 days 00:03:57,0 days 00:00:01,0 days 16:38:32,18 days 01:58:26
146 days 23:12:24,146 days 23:12:09,146 days 23:12:10,0 days 00:00:14
0 days 00:00:33,0 days 00:00:01,0 days 17:13:48,33 days 03:09:51
0 days 00:00:42,0 days 00:00:01,0 days 17:22:46,0 days 04:46:34
0 days 00:00:24,0 days 00:00:00,0 days 00:00:01,0 days 00:00:04
0 days 00:01:01,0 days 21:01:18,0 days 20:06:26,0 days 00:00:07
0 days 00:00:16,0 days 00:00:01,0 days 00:00:02,0 days 00:00:03
0 days 00:00:33,0 days 00:00:01,0 days 16:57:28,4 days 02:03:56
0 days 00:00:43,0 days 00:00:02,0 days 21:53:44,4 days 01:15:01
13 days 18:44:02,13 days 18:43:44,13 days 18:43:43,0 days 00:00:04
0 days 00:00:21,0 days 00:00:01,0 days 16:54:35,6 days 23:13:18
0 days 00:00:23,0 days 00:00:01,0 days 00:00:02,0 days 00:00:06
0 days 00:00:26,0 days 00:00:00,0 days 17:17:34,3 days 23:26:40
0 days 00:00:21,1 days 01:13:40,0 days 17:06:47,5 days 20:06:58
0 days 00:00:20,0 days 00:00:01,0 days 17:03:48,3 days 01:00:35
0 days 00:00:22,0 days 00:00:01,0 days 00:00:01,0 days 00:01:02
0 days 00:00:35,0 days 00:00:00,0 days 17:08:19,4 days 00:25:55
0 days 00:00:29,0 days 00:00:01,0 days 16:42:08,5 days 00:29:24
0 days 00:00:13,0 days 00:00:01,0 days 16:34:43,0 days 04:44:06
0 days 00:00:28,0 days 00:00:02,0 days 16:45:58,6 days 00:30:13
0 days 00:00:26,0 days 00:00:01,0 days 17:03:42,5 days 00:22:57
0 days 00:00:25,0 days 00:00:01,0 days 17:04:34,6 days 00:24:27
0 days 00:02:22,0 days 00:00:01,0 days 16:50:39,10 days 01:23:29
0 days 00:00:09,1 days 15:39:53,0 days 03:28:35,2 days 19:01:52
0 days 00:00:18,0 days 00:00:02,0 days 17:16:53,7 days 00:40:33
0 days 00:00:13,0 days 00:00:01,0 days 16:45:28,6 days 23:26:48
0 days 00:00:15,0 days 00:00:00,0 days 17:20:47,4 days 23:23:50
0 days 00:02:40,0 days 00:00:01,0 days 16:44:17,6 days 23:34:39
0 days 00:01:40,0 days 00:00:01,0 days 16:26:21,21 days 04:15:55
0 days 00:00:13,0 days 22:42:59,0 days 18:37:29,1 days 18:27:44
0 days 00:00:23,0 days 00:00:01,0 days 21:22:37,82 days 02:58:11
0 days 00:00:45,0 days 00:00:21,0 days 16:47:48,10 days 00:19:22
7 days 19:54:48,0 days 00:00:02,0 days 02:48:51,18 days 21:50:13
0 days 00:00:20,0 days 00:00:01,0 days 16:44:35,0 days 05:44:13
0 days 00:00:14,0 days 00:00:00,0 days 16:38:54,11 days 01:20:24
0 days 00:00:17,0 days 00:00:00,0 days 17:02:45,5 days 00:15:52
0 days 00:00:26,0 days 00:00:00,0 days 16:41:24,11 days 02:40:30
0 days 00:00:20,0 days 00:00:01,0 days 17:04:45,4 days 00:39:34
0 days 00:01:20,0 days 00:00:00,0 days 16:17:39,7 days 07:28:16
0 days 00:00:25,0 days 00:00:01,0 days 16:27:26,4 days 02:19:16
0 days 00:00:18,0 days 00:00:01,0 days 16:10:31,6 days 01:58:27
0 days 00:00:22,0 days 00:00:01,0 days 16:38:20,47 days 20:37:23
0 days 00:00:47,0 days 00:00:01,0 days 16:09:34,21 days 04:12:02
0 days 00:00:32,0 days 00:00:01,0 days 16:20:58,5 days 05:56:36
0 days 00:00:39,0 days 00:00:01,0 days 16:24:59,0 days 05:41:53
0 days 00:00:33,0 days 00:00:00,0 days 16:23:30,4 days 00:41:39
0 days 00:00:50,0 days 23:48:33,0 days 19:39:40,0 days 00:00:03
0 days 00:00:29,0 days 00:00:00,0 days 16:34:16,6 days 01:19:57
0 days 00:00:41,0 days 00:00:01,0 days 16:13:11,3 days 02:20:08
0 days 00:00:24,0 days 00:00:01,0 days 16:08:51,1 days 03:46:02
0 days 00:00:37,0 days 21:14:48,0 days 17:33:41,5 days 01:55:45
0 days 00:00:20,0 days 00:00:01,0 days 16:19:26,3 days 01:43:30
0 days 00:00:18,0 days 00:00:01,0 days 16:23:14,18 days 04:20:08
0 days 00:00:09,0 days 00:00:01,0 days 16:04:50,6 days 23:42:31
0 days 00:00:19,0 days 00:00:01,0 days 15:39:04,9 days 23:19:28
0 days 00:00:41,0 days 00:00:00,0 days 16:03:17,2 days 23:49:07
0 days 00:00:25,0 days 00:00:01,0 days 15:23:47,4 days 23:18:15
0 days 00:00:24,0 days 00:00:01,0 days 16:04:04,4 days 22:52:31
0 days 00:00:20,0 days 00:00:01,0 days 15:52:25,6 days 00:10:37
0 days 00:00:44,0 days 00:00:01,0 days 15:29:42,5 days 22:53:48
0 days 00:00:08,4 days 19:28:16,0 days 04:22:33,0 days 00:00:04
0 days 00:00:23,0 days 00:00:01,28 days 18:11:41,0 days 00:00:15
0 days 18:32:08,0 days 00:00:01,0 days 05:22:08,6 days 00:31:46
0 days 00:00:55,0 days 00:00:01,0 days 15:56:04,21 days 03:15:02
0 days 00:00:19,0 days 00:00:01,0 days 16:20:27,3 days 23:35:06
0 days 00:00:22,0 days 00:00:00,0 days 15:48:55,6 days 22:36:31
0 days 00:01:00,0 days 00:00:01,0 days 16:12:17,12 days 18:52:41
0 days 00:00:20,0 days 00:00:01,0 days 15:46:57,9 days 23:21:43
0 days 00:01:12,0 days 00:00:01,0 days 15:53:30,1 days 20:01:48
0 days 00:00:26,0 days 00:00:01,0 days 16:03:36,11 days 23:06:24
0 days 00:00:42,0 days 00:00:01,0 days 15:55:33,3 days 23:31:42
0 days 00:00:20,0 days 00:00:00,0 days 15:58:45,3 days 23:09:12
0 days 00:00:37,0 days 00:00:00,0 days 15:20:29,18 days 04:48:04
0 days 00:00:19,0 days 00:00:01,0 days 15:55:11,18 days 02:13:51
0 days 00:00:17,0 days 23:38:19,0 days 16:46:56,44 days 00:39:21
0 days 00:01:20,0 days 00:00:01,5 days 16:49:28,5 days 20:31:00
0 days 00:00:19,0 days 00:00:01,0 days 15:39:46,17 days 01:05:52
0 days 00:00:09,0 days 00:00:01,0 days 15:57:25,28 days 03:04:26
0 days 00:00:13,0 days 00:00:01,0 days 15:41:06,3 days 23:15:51
0 days 00:00:28,0 days 00:00:01,0 days 15:47:14,4 days 01:08:50
0 days 00:00:21,0 days 00:00:01,0 days 15:38:14,5 days 01:03:44
0 days 00:00:23,0 days 00:00:00,0 days 15:38:51,3 days 23:21:55
0 days 00:00:19,0 days 00:00:01,0 days 15:43:24,4 days 00:53:52
0 days 00:00:18,0 days 00:00:01,0 days 00:00:01,0 days 00:00:09
0 days 00:00:20,0 days 00:00:01,0 days 15:55:23,19 days 05:29:40
0 days 00:00:28,0 days 00:00:01,0 days 15:42:14,5 days 01:30:40
0 days 00:00:31,0 days 00:00:01,0 days 15:47:24,21 days 08:15:09
0 days 00:00:14,0 days 00:00:00,0 days 15:44:51,6 days 23:42:47
0 days 00:00:37,0 days 00:00:01,0 days 15:50:42,6 days 23:55:11
0 days 00:00:20,0 days 00:00:01,0 days 15:35:39,17 days 02:47:26
0 days 00:00:18,0 days 00:00:00,0 days 15:27:46,3 days 02:42:49
0 days 00:00:22,0 days 00:00:00,0 days 15:26:56,2 days 23:26:26
0 days 00:00:18,0 days 00:00:02,0 days 15:39:51,18 days 02:01:48
0 days 00:00:33,0 days 00:00:01,0 days 15:25:54,4 days 02:53:10
0 days 00:00:13,0 days 00:00:00,0 days 15:25:30,3 days 22:21:31
0 days 00:00:15,0 days 00:00:01,0 days 15:29:41,21 days 02:25:27
